,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
80,지하,약,깊이,터널,굴진,작업장,터널,보조,공,명,천공,작업,완료,후,막,장면,장약,작업,실시,중,막,장면,우측,상부,부석,매몰,명,사망,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,산림조합,소속,근로자,피재,자남,석공,세,전석,돌,작업,중,방향,전환,선회,굴삭기,후면,카운트,웨이트,부분,전석,사이,사망,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,타워크레인,해체,공사,중,타워크레인,상부,수평,붐대,좌우,작업대,위,작업,근로자,명,중,명,지상,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,백호,후진,중,버켓,버켓,성토부,선,단부,하부,집수정,설치,작업,준비,중,피재,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,빌라,구조물,외벽,도장,공사,면,퍼티,작업,근로자,명,고소작업대,스카이,탑승,상부,이동,중,작업대,하부,상하,수평,실린더,힌지,고정판,파단,아래,아래,지상,바닥,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,피재,안전대,체결,상태,흙막이,가시설,스트러트,상부,무인,타워크레인,조종,지상,적재,철근,자재,지하,층,바닥,운반,중,몸,균형,아래,지하,층,바닥,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,공,장동,지붕판,해체,공사,현장,지붕재,라이트,천,막지,고정용,각파이프,중,몸,중심,콘크리트,바닥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,지하층,기초,콘크리트,바닥,위,강관,파이프,결속,클램프,마대,자루,지게차,포크,운반,과정,곡선,주행로,중,지게차,전도,피재,몸,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,스프링,쿨러,배관,조립,작업,피재,형,사다리,위,작업,중,스프링,쿨러,배관,지지,천장,매립,이탈,스프링,쿨러,배관,형,사다리,위,충격,전도,콘크리트,바닥,추락,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,카고크레인,단부,장착,버켓,피재,명,탑승,터널,천정,수강,부착,후,크레인,이동도,중,버켓,지지,볼트,파단,버켓,작업,명,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,호텔,신축,공사,현장,용접공,피재,작업,공구,굴삭기,옆,중,굴착,상차,회전,굴삭기,충돌,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,병원,신축,공사,현장,협력,업체,소속,피재,지상,층,외부,비계,설치,나방,층,바닥,캐노피,우수,드레,천공작업,시,아래,물,천공,지점,하부,버켓,중,단부,몸,중심,아래,지하,층,토사,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,집수정,바닥,굴착,작업,후,크레인,연결,버킷,탑승,지상,중,와이어로프,연결부,분리,버킷,추락,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,옥상,슬래브,콘크리트,타설,중,시스템동바리,붕괴,콘크리트,타설,작업자,명,추락,망명,부상,명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,설치,아웃트리거,받침대,목재,파단,이동식,크레인,전도,낙하,붐,하부,근로자,충돌,사망,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,건물,외벽,조명,등,설치,작업,고소작업대,탑승,작업,위치,붐,인출,중,붐,파손,탑승,근로자,추락,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,자재,운반용,작업대,차,케이블,드럼,운반,중,궤도,차량,케이블,드럼,운반,충돌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,건물,지하,천장,시공,우레탄,폼,화재,발생,작업,중,근로자,가스,중독,등,인하,명,사망,명,부상,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,터널,굴착,공사,작업,진행,중,천장부,암석,붕괴,하부,터널,바닥,정리,숏,리트,잔재,처리,작업,중,근로자,명,굴삭기,운전원,포함,낙석,더미,림,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,건물,지붕,보수,작업,중,지붕재,사용,선,라이트,파손,지상,층,콘크리트,바닥,추락,약,미터,사망,명,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,건물,옥탑,지붕,래프,타설,작업,중,데크플레이트,탈락,상부,근로자,명,추락,약,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,아파트,외벽,갱폼,해체,작업,중,갱폼,외벽,탑승,작업,근로자,갱폼,추락,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,지하,우수,암거,내부,벽체,등,보수,작업,중,호우,유입,대피,근로자,명,익사,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,굴착,사면,하부,터널,입구,주변,거푸집,자재,정리,작업,중,굴착,사면,발생,낙석,충돌,사망,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,철도,교량,상부,빔,부재,수평,단차,확인,작업,중,수직,이동,통로,이용,달대,비계,순간,달,대비,중량,추락,사망,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,발전,설비,보일러,내부,정비,작업,중,이동,통로,작업,발판,도로,설치,시스템,비계,도괴,작업,중,근로자,사망,명,부상,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,설치,철골,부재,기둥,보가,연쇄,전도,부근,자재정리,작업,중,근로자,부지,정리,작업,중,백,호우,운전원,명,사망,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,백,호우,굴착,작업,완료,후,작업,명,바닥,정지,작업,하수관,부설,작업,중,지반,사질토,상부,돌담,굴착,구간,내부,붕괴,부상,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,근로자,명,고소작업대,이용,아파트,층,외벽,균열,보수,작업,중,붐,층,높이,사망,추락,명,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,경사면,굴착,반출,파쇄,암,토사,작업,중,낙석,발생,하부,낙석,방호시설,보수,작업,중,근로자,명,낙석,충돌,사망,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,굴삭기,버킷,용량,지상,층,건물,해체,중,슬래브,일부,약,적재,해체물,중량,반복,부가,작업,충격,하중,등,지상,층,순차,붕괴,피재,명,지상,층,추락,매몰,명지,층,살수작업,부상,명지,층,작업,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,도로,현장,접속,교량,피재,명,작업대,차,탑승,캔틸레버,슬래브,크랙,보수,등,정리,작업,중,우수관,간섭,대차,부재,일부,산소,절단기,절단,순간,작업대,탑승,하중,탈락,지상,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,캐노피,부분,철골,설치,피재,명,조립,철골,부재,캐노피,상부,작업,중,조립,부분,탈락,피재,명,추락,사망,명,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,도로,현장,접속,교량,피재,명,작업대,차,탑승,캔틸레버,슬래브,크랙,보수,등,정리,작업,중,우수관,간섭,대차,부재,일부,산소,절단기,절단,순간,작업대,탑승,하중,탈락,지상,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,피재,지상,지점,철탑,수평,부재,위,수직,주주,후면,번,연결,작업,중,실족,바닥,수직,주,주재,추락,사망,해임,내용,첨부,파일,참,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,피재,타워크레인,마스트,위,텔레스,코핑,케이지,작업발판,이동,중,실족,지하,층,콘크리트,바닥,추락,사망,해임,내용,첨부,파일,참,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,피재,동료,작업자,강당,동,경사,지붕,방,수작업,사전,작업,고소작업차,작업대,탑승,합판,부착,작업,수행,중,작업,장소,이동,작업대,상승,순간,지붕,돌출물,작업대,분리,지붕면,이탈,지붕면,작업대,사이,공간,몸,균형,아래,지상,바닥,추락,사망,해임,내용,첨부,파일,참,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,주상,복합,빌딩,신축,현장,천공기,시공,중,케이싱,인발,회전,장소,도로,옹벽,측,회전,곤란,천공기,후진,케이싱,중,기존,강관,충돌,천공기,하중,톤,리더,약,균형,인접도,차선,측,통행인,명,상당,승용차,대,탑승자,명,사망,사고,발,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,어린이집,신축,공사,현장,피재,고소작업대,작업발판,위,지상,층,창문,샤시,사이,실리콘,마감,작업,중,실족,보조,작업발판,측면,추락,약,사망,해임,내용,첨부,파일,참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,아파트,건설,공사,현장,내,임시,주차장,조성,굴삭기,버켓,용량,골재,포설,작업,중,작업,종료,지시,굴삭기,옆,피재,회전,굴삭기,선회,부,카운터,웨이트,부,창고,사이,두부,협착,사망,해임,내용,첨부,파일,참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,공장,지붕,교체,공사,현장,노후,슬레이트,지붕,해체작업,중,슬레이트,파손,공장,내부,바닥,콘크리트,추락,약,피재,명,사망,해임,내용,첨부,파일,참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,피재,터널,내,라이닝,철근,조립,중,중약,톤,구간,철근,붕괴,하부,측량,협력,업체,직원,협착,사망,철근,조립,고소작업대,위,철근,공,명,협착,부상,해임,내용,첨부,파일,참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,항타기,호기,지하,저수조,기초,파일,항,타,가설,도로,이동,중,장마철,강우,등,연약,진행,지반,침하,인근,작업,중,이동식크레인,충돌,이동식크레인,붐,항타기,연쇄,충돌,후,굴삭기,굴삭기,운전원,운전석,협착,사망,호,항타기,운전원,운전석,탈출,중,상당,해임,내용,첨부,파일,참,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,근로자,명,근린,생활,시설,건물,내부,리모델링,작업,중,노후,건물,후,면부,전체,건물,하중,충격,진동,등,작업,하중,붕괴,지상,층,배수,작업,중,피재,명,콘크리트,더미,매몰,사망,건물,내,외부,작업,중,피재,명,상당,해임,내용,첨부,파일,참,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,터널,폭,구간,발파,천공작업,완료,장약,작업,중,절리,막,장면,암,작업,근로자,명주,야간작업,교대,시간,중,명,돌,명,사망,명,상당,해임,내용,첨부,파일,참,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,현장,인접,공장,경계,구간,기존,옹,벽,보강,옹벽,전면,하부,수직,굴착,부지,고저,차,약,굴착,후,신설,보강,옹,벽,저판,철근,배근,중,토사,붕괴,약,톤,명,매몰,사망,명,상당,해임,내용,첨부,파일,참,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,주택,건물,시멘트,벽돌,시멘트,블록,지상,층,개보,수,내부,도배지,천장,창틀,등,마감재,철거,작업,중,노후,건물,작업,충격,벽체,전도,마감재,철거,시,벽체,블록,일부,탈락,자중,붕괴,피재,명,매몰,명,사망,명,상당,해임,내용,첨부,파일,참,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,기초,공사,말뚝,본,용접,연결,후,동재하,시험,케이싱,인양,이동,중,말뚝,와이어로프,전,인근,작업,중,피재,사망,해임,내용,첨부,파일,참,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,콘크리트,잔재물,콘크리트,타설,호스,수리,호스,연결,고리,커플링,분리,내부,축적,공기,압력,호스,옆,피재,안면부,강타,병원,후송,후,치료,중,사망,해임,내용,첨부,파일,참,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,부지,조성,공사,내,우수관,매설,수지,파형강관,카고크레인,인양,중,벨트,슬링,우수관,낙하,피재,강타,사망,해임,내용,첨부,파일,참,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,피재,체인블럭,이용,철골,계단,인양,작업,중,달기,체인,샤클,지지,러그,용접부,위,파단,충격,체인블럭,체인,파단,철골,계단,위,피재,지상,층,바닥,높이,구조물,상부,추락,사망,해임,내용,첨부,파일,참,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,피재,층,층,사이,계단참,벽체,형틀작업,중,철선,조임,타이,볼트,체결,계단참,내부,창호,부분,개구부,외부,쌍줄,계위,작업발판,벽체,비계,사이,공간,추락,지상,높이,기,설치,비계기둥,허벅지,관통상,병원,후송,중,사망,해임,내용,첨부,파일,참,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,오수,관거,이중,벽관,매설,작업,중,폭,깊이,수직,굴착,측면,토사,혼합,보조,기층,붕괴,매몰,사망,해임,내용,첨부,파일,참,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,피재,안전난간,지주,단관,비계,고소작업차,운반구,지붕,끝,단부,작업,기존,슬레이트,지붕,위,자재,이동,중,몸,중심,순간,선,라이트,파손,아래,공장,내부,바닥,추락,사망,해임,내용,첨부,파일,참,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,소수력,발전소,기계실,슬래브,벽체,콘크리트,타설,중,가새,미설치,등,조립,상태,불량,시스템,동바리,조립,붕괴,슬래브,상부,콘크리트,잔량,확인,원청,협력,업체,직원,명,추락,후,매몰,사망,해임,내용,첨부,파일,참,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,부대,복리,시,설동,지하,층,형틀,공,명,타워크레인,밸,트,슬링,이용,대형,패널,벽체,거푸집,설치,중,벽체,거푸집,전도,피재,협착,사망,해임,내용,첨부,파일,참,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,피재,아파트,외벽,라인,도장작업,달비계,섬유,로프,옥상,상수도,배관,받침대,후,달비계,도장작업,중,섬유,로프,달비계,추락,사망,해임,내용,첨부,파일,참,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,피재,등,명,외부,샤시,주변,노후,실리콘,제거,고소작업대,탑승,지상,층,샤시,전면부,붐대,상승,접근,중,붐대,인출,와이어,우프,가닥,파단,붐대,작업대,층,탑승,근로자,명,사망,명,상당,해임,내용,첨부,파일,참,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,차량,정비,고내,자동,차,고문,우측,설치,스위치,박스,전선,연결,작업,고소작업대,탑승,작업,중,고소작업대,전면,좌측,바퀴,거치,볼라드,홈,막,음용,합판,고소작업대,중량,고소작업대,균형,전도,동시,피재,지상,바닥,추락,사망,해임,내용,첨부,파일,참,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,피재,공,장동,경사,지붕,위,패널,작업,중,몸,균형,전면부,벽체,지붕,패널,설치,전,발생,개구부,폭,지하층,바닥,추락,병원,이송,치료,중,사망,해임,내용,첨부,파일,참,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,터널,격자,지보,설치,완료,후,작업,명,타설작업,준비,중,막,장면,토사,일부,이상,징후,명,대피,기사,명세,이,대,기계,이동,조작,터널,막,장면,상부,붕괴,만,매몰,사망,해임,사항,첨부,파일,참,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,피재,배관공,용접공,명,공장,내,위험물,저장,탱크,상부,에서,배관,연결,용접,딩,등,작업,중,작업,시,발생,점화원,불꽃,스파크,등,탱크,내부,잔류,인화성 물질,톨루엔,유증,폭발,상부,경판,명,지상,바닥,명,인접,공장,지붕,추락,사망,해임,내용,첨부,파일,참,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,용접공,하수관,맨홀,시공,위치,흙막이,배면,지상,토류,강판,연장,설치,크레인,강판,기,시공,강판,용접,작업,중,흙막이,공법,가로,세로,배면,지반,사질토,서기,굴착,흙막이,내부,토사,유입,허리,매몰,협력,업체,현장,소장,굴착기,기사,구조,시도,지반,추가,붕괴,전원,매몰,사망,해임,내용,첨부,파일,참,,,,,,,,,,,,,,,,,,,,,
143,피재,공장,지붕,슬레이트,해체,후,지상,이동,중,채광,설치,선,라이트,순간,파손,층,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,피재,형틀목공,외부,쌍줄,비계,상부,측벽,외부,거푸집,조립,작업,중,다음,작업,이동,외부,강관비계,손,몸,균형,지면,추락,병원,후송,치료,중,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,피재,철골,공가,층,바닥,데크플레이트,배열,작업,중,몸,중심,추락,병원,후송,치료,중,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,피재,준설,작업,가도,정지,작업,후,가도,물막,단부,백,호우,주차,과정,단부,붕괴,백,호우,강,전락,침수,익사,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,노후,우수관,교체,부설,백,호우,이용,굴착,후,피재,굴착,저면,지장,물,확인,중,굴착,법면,붕괴,매몰,병원,후송,치료,중,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,피재,고소작업차,량,작업대,탑승,높이,건물,외부,마감재,판넬,설치작업,중,작업대,후,면부,난간,부분,인접,전신주,특별,고압,충전전로,접촉,감전,지상,층,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,피재,등,명,이동식비계,해체,과정,중,작업발판,일,명,까치발,과하,중,발생,이동식비계,전도,피재,에서,추락,인근,병원,후송,중,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,피재,지하층,바닥,철,골보,플랜지,스터드,볼트,설치작업,중,데크플레이트,순간,데크플레이트,단부,플랜지,이탈,데크플레이트,장,지하,층,바닥,추락,병원,후송,치료,중,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,피재,구간,지하,층,바닥,발파,작업,준비,등,암,버럭,등,반출,집,작업장,토사,반,출구,진입,하강,중,쉘,버켓,충돌,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,피재,아파트,지상,층,전면부,설치,갱폼,작업발판,위,갱폼,수평,부재,안전난간,설치,작업,중,지상,층,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,피재,지상,층,비계,내측,바닥,거푸집,자재,정리,외부,쌍줄,비계,하부,순간,동료,작업자,거푸집,해체,과정,거푸집,낙하,피재,두부,강타,병원,후송,치료,중,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,피재,아파트,측벽,누수,보수,공사,옥상,작업,로프,설치,계단실,난간,고정,지상,층,외벽,크랙,발생,부위,이동산,악용,안전,그네,하강기,사용,방수용,퍼티,작업,시도,중,손상,노후,작업,로프,직경,함성,섬유,로프,하중,지상,화단,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,피재,공장,내,화장실,철거,작업,구간,바닥,벽체,철거,폐기물,벽돌,등,정리,중,동료,작업자,벽체,샌드위치,패널,내측,조,벽체,상부,일부,길,벽체,내부,수도관,위치,배관,파손,방지,목적,핸드,드릴,벽체,중간,부분,미세,타격,순간,벽체,도괴,길,약,톤,피재,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,
156,피재,지상,층,실외,기실,슬래브,단부,환기창,사이드,패널,주변,틈,말비계,우마,환기창,루버,알루미늄,재질,블레이드,백업,설치작업,코킹,작업,중,루버,블레이드,피재,체중,탈락,아래,지상,층,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,피재,지상,층,외부,비계,띠장,노무,발,일,명,빠루,옥상,파라펫,외벽,거푸집,목재,해체작업,중,발,실족,지상,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,옥탑,지붕,슬래브,상부,콘크리트,타설,톤,후,면,평탄,작업,중,철골빔,설치,간격,지지,슬래브,붕괴,콘크리트,매립,철골빔,앵커,볼트,붕괴,피재,옥상,층,바닥,추락,명,사망,명,상당,재해,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,피재,지상,층,캐노피,바닥,돌출,천장,패널,설치,이동식,비계,강관,캔틸레버,구조,작업발판,지지대,조립,작업,중,지지대,지상,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,피재,유류,탱크,직경,해체,벽체,철판,길,무게,약,톤,하단,산소,절단기,약,절단,후,장비,이용,탱크,내측,철판,상태,마지막,절단,순간,철판,피재,측,협착,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,피재,고소작업차,작업대,탑승,전주,교체,작업,중,고소작업차,붐,기복,실린더,파손,분리,순간,작업대,아래,하강,지상,바닥,충돌,충격,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,피재,가입자,세대,인터넷,개통,케이블,설치,준비,작업,중,전주,승주,지상,약,분배,기,위치,등,파악,몸,중심,실족,지상,아스팔트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,피재,시추기,운전자,화물자동차,톤,적재함,지하수,시추기,톤,중,조작,미숙,시추기,전도,피재,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,피재,고소작업차,작업대,지상,층,상가,건물,외부,간판,거치대,설치,작업대,위치,조정,중,작업대,연결,보조,받침대,콘크리트,턱,받침대,연결부,파단,받침대,지상,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,도장공,피재,아파트,외벽,도장작업,옥상,슬래브,단부,달비계,탑승,순간,로프,아래,지상,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,피재,오수관,직경,이중,벽관,매설,굴착,저면,깊이,관,배관,후,관,상부,석분,부설,다짐작업,중,지중,전선로,간,흙막이,패널,설치,수직,굴,착면,토사,붕괴,피재,하반신,매몰,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,피재,거푸집,유로폼,해체작업,중,발코니,하부,벽체,거푸집,인력,해체,핸드,그라인더,최대,거푸집,앵글,프레임,일부,그라인더,연삭숫돌,최대,디스크,파괴,파편,안면,비래,뇌손상,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,공장,신축,부지,조성공사,현장,자연석,석축,시공,석축,옹벽,하부,연장,중,상부,전석,가슴,부위,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,교량,교각,위치,설치,흙막이,지보공,토류,판,버팀대,해체작업,진행,과정,띠장,버팀대,접속부,볼트,후,띠장,엄지,말뚝,접속부,용단작업,실시,중,토류,벽,붕괴,인접,띠,장위,작업,피재,배면,토사,매몰,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,항타기,리더,조립,작업,항타기,운전원,항타기,붐,과정,피재,항타기,리더,붐,사이,바닥,이동,전선,정리,중,항타기,리더,고정,지지대,붐,결속,지탱,섬유,로프,파단,지지대,피재,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,피재,등,명,한조,간,운반기,구인,스태커,층,침실,외부,알루미늄,창호,설치,과정,지장,물,설치,창호,위치,조정,중,피재,전도,창호,약,아래,지상,층,주민,공동,시설,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,지하층,슬래브,콘크리트,타설작업,중,데크플레이트,붕괴,하부,지하,층,암기,전선,정리,피재,데크플레이트,콘크리트,더미,매몰,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,엘리베이터,피트,내부,폼,지상,층,층,유압,장치,이용,인양,중,폼,지지,앵커,볼트,개,콘크리트,벽체,붕괴,이탈,폼,지상,낙하,폼,내부,유압,장치,조정,피재,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,피재,강당,지붕,철골,내화,뿜칠,작업,지붕,하부,철,골보,위,뿜칠,호스,이동,중,호스,무게,뿜칠,작업,분진,등,영향,몸,중심,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,전기공,피재,등,명,수전,설비,내부,변압기,후단,분전반,내,차단기,차,측,전선,신설,작업,진행,중,충전,차단기,차,측,동바,머리,부분,접촉,감전사,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,이동식,크레인,화물,트럭,적재함,소나무,인양,중,이동식크레인,아웃트리거,설치,연약지반,침하,이동식크레인,전도,이동식크레인,붐대,화물,트럭,운전석,위,강타,운전원,피재,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
