,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
177,단독,주택,현장,노후,담장,철거,작업,진행,과정,담장,일부,브레이커,소할,작업,진행,중,나머지,담장,전도,담장,안쪽,위치,피재,전도,담장,협착,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,피재,건설,폐기물,파형강관,외부,반출,백,호우,버켓,걸이,인양,중,섬유벨트,파형강관,낙하,피재,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,피재,달대,볼트,등,지지,천정,패널,위,전기,배선,작업,진행,중,천정,패널,작업,하중,붕괴,아래,층,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,경량,철골,공인,피재,동료,작업자,공간,천,정판,설치,고정,작업,진행,과정,작업,일시,중단,천정,단부,이동,중,몸,중심,아래,지상,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,백,호우,사용,도수관,접합,작업,진행,과정,배관공,피재,관로,상부,도수관,내부,중,도수관,백,호우,버켓,도수관,사이,피재,두부,협착,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,도장공,피재,명지,대교,상행선,교각,상부,설치,점검,통로,강교,교좌,장치,용접,연결,부위,도장,뿜칠,작업,진행,중,점검,통로,단부,실족,아래,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,공장,지붕,판넬,설치작업,피재,슬레이트,경사,지붕,위,이동,중,노후,라이트,부재,파손,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,덤프트럭,운전,원인,피재,콘크리트,타설작업,도로,대기,중,작업,지연,차량,동료,작업자,방향,이동,차량,이,제동,차량,탑승,번,시도,차량,뒷바퀴,하반신,협착,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,피재,동료,작업자,흙막이,가시설,사용,ㄷ,강약,상부,인양,중,ㄷ,형강,와이어로프,탈락,피재,머리,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,피재,건물,외벽,청소,작업,옥상,컨테이너,받침,보도,블록,달비계,지지,로프,결속,후,달비계,탑승,창호,청소,작업,진행,중,보도블록,컨테이너,하부,피재,달비계,지상,층,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,피재,천정,설치,스프링,쿨러,보온,작업,이동식,틀비계,작업발판,상부,말비계,설치,말비계,위,스프링클러,보온,작업,진행,중,몸,중심,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,피재,지하,연결,통로,굴착,작업,구간,유출,수,배출,습윤,장소,수중,펌프,작동,상태,확인,중,접지,극,훼손,콘센트,결선,수중,펌프,외함,누전,발생,감전사,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,철골,공인,피재,철골,타워,외부,판넬,고정용,찬넬,수정,설치작업,진행,찬넬,사이,이동하,찬넬,안전대,거,순간,몸,중심,아래,지상,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,운전원,피재,경사,지반,고소작업대,차,작업대,붐,삽입,상태,전진,후진,반복,중,전도,운전석,피재,고소작업대,붐,지반,사이,협착,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,피재,타워크레인,수리,텔,레스코,픽,케이지,상부,작업발판,타워크레인,작동,정지,발판,이동,중,텔,레스코,픽,케이지,상하부,작업발판,연결,수직,통로,개구부,아래,하부,발판,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,외부,비계,점검,보수,작업,지상,건물,내부,이동,준비,작업,중,슬래브,단부,아래,지상,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,철골,공인,피재,데크플레이트,설치,옥상,철,골보,상부,적치,데크,플레이트,운반,설치작업,진행,중,몸,중심,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,유리,공인,피재,곤돌라,탑승,동료,작업자,지상,층,외부,유리,설치작업,진행,중,곤돌라,유동,방지,설치,흡착기,결속,지지,로프,탈락,곤돌라,건물,외벽,곤돌라,틈새,아래,지상,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,전공,피재,형,사다리,위,지하,주차장,상부,전등,설치작업,진행,중,전선,접촉,감전,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,피재,층,엘리베이터,피트,측면,설치,경량,칸막이,판넬,자재,발주,자,실측,작업,중,슬래브,단부,폭,몸,중심,실족,피트,내부,아래,지하,층,엘리베이터,피트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,지하,층,기계실,보,거푸집,동바리,파이프,서포트,해체작업,진행,과정,파이프,써포트,본,후,그중,개,분리,운반,순간,파이프,서포트,본이,전도,계단,부위,자재정리,피재,좌측,등,부위,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,이동식크레인,운전원,피재,작업,후,공벽,붕괴,방지,설치,케이싱,약,운반,선회,중,전도,이동식크레인,운전석,피재,협착,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,전기공,피재,농사,분전함,설치,전선,연결,안전대,착용,후,전주,승주,안전대,몸,의지,상태,전선,연결,작업,진행,과정,안전대,작업,위치,중,몸,중심,아래,지상,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,피재,명,교대,기초,상부,철근,조립,작업,중,교대,벽체,수직,철근,이,도괴,협착,명,사망,명,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,피재,버켓,엘리베이터,하단,부인,지하,피트,볼트,절단,산소,절단기,불,순간,가스,절단기,조절,밸브,불량,노출,산소,의,가연,혼합,기체,폭연,발생,안면부,등,화상,명,사망,명,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,포장,공인,피재,아스팔트,셔,포설,아스팔트,콘크리트,마무리,작업,등,진행,중,아스,콘,반입,이유,작업,일시,중지,옆,차선,이동,순간,후진,타이어,로울러,충돌,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,도장공,피재,천정,크레인,주행로,워크,웨이,도장작업,진행,중,실족,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,교량,코핑,거푸집,사전,준비,작업,피재,교각,상부,설치,팔각,딩,폼,개소,사이,연결,통로,발판,설치작업,완료,후,맞은편,교각,이동,연결,통로,위,순간,팔각,딩,폼,아래,폼,연결,연결,통로,발판,탈락,피재,아래,지상,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,피재,천장,철골,프레임,용접부,위,도색,작업,고소작업대,운전,중,고소작업대,과상,승,고소작업대,난간,천장,보,사이,목과,가슴,협착,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,피재,천장,철골,프레임,용접부,위,도색,작업,고소작업대,운전,중,고소작업대,과상,승,고소작업대,난간,천장,보,사이,목과,가슴,협착,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,피재,처마,부,철,골보,위,지붕재,샌드위치,판넬,설치,선행,작업,형강,고정,앵글,부재,용접작업,완료,후,용접,전선,정리,중,몸,중심,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,피재,천장,철골,프레임,용접부,위,도색,작업,고소작업대,운전,중,고소작업대,과상,승,고소작업대,난간,천장,보,사이,목과,가슴,협착,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,피재,아파트,옥탑,거푸집,조립,작업,중,자재,하단,갱폼,케이지,중층,몸,중심,아래,지상,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,호리,빔,자재,약,층,슬래브,거푸집,위,인양,후,피재,명,섬유벨트,중,호리,빔,설치,슬래브,거푸집,붕괴,피재,명,아래,층,바닥,자재,추락,사망,명,보가,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,중앙,광장,등,석공사,카고크레인,사용,자재,적치,파,레트,약,중앙,광장,인양,중,전도,카고크레인,붐대,하부,선,광장,청소,작업,피재,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,타워크레인,운전,견습생,피재,지상,층,형틀,자재,약,지상,층,운반,인상,시계,방향,회전,타워크레인,발생,정지,후,조정,작업,중,마스트,사이,연결볼트,파단,인접,철도,전도,피재,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,석공,피재,석축,작업,진행,중,근접,운행,중,백,호우,전석,단부,피재,두부,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,피재,건물,외부,설치,비계,약,중,몸,중심,아래,지상,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,피재,교량,하부,설치,비계,위,강관비계,파이프,중,몸,중심,실족,아래,지상,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,골조,공사,완료,후,지상,층,파이프,써포트,창문,개구부,지상,자유,낙하,방식,반출,작업,진행,중,낙하,파이프,써포트,지상,자재정리,작업,진행,피재,두부,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,도로,교각,기초,공사,현장,형틀목공,피재,교각,기초,강재,거푸집,하역작업,가설,흙막이,형식,띠장,위,수신호,수행,중,실족,약,아래,기초,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,단독,주택,경사,지붕,슬래브,위,기와,설치,공사,카고크레인,운반,기,묶음,경사,지붕,슬래브,위,분산,중,지붕,슬래브,단부,몸,중심,아래,카고크레인,적재함,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,도면,설치,철,골보,해체,후,조립,피재,레버,블럭,으로,철,골보,줄걸이,형식,지지,다음,해체,철,골보,마지막,볼트,제거,순간,철,골보,한쪽,피재,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,형틀목공,피재,원료,처리,시설,원형,돔,벽체,거푸집,폼,타이,설치,기,조립,벽체,철근,벽체,수직,철근,안전대,죔줄,결속,후,안전대,몸,지탱,채,폼,타이,설치작업,진행,중,수직,철근,하중,이탈,피재,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,피재,타워크레인,인상,작업,구조체,외측,작업발판,단부,안전난간,벽면,개구부,내측,작업발판,이동,중,몸,중심,실족,내부,약,아래,지하,층,타워크레인,하부,작업발판,메탈,라스,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,보조,기층,다짐작업,종점,부,대기,진동,로울러,본선,노면,이동,중,노면,좌측,형,측구,성토,단부,법면,약,아래,전복,진동,로울러,운전원,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,피재,명,구조체,외벽,설치,인상,작업,중,지지,부재,지지,이탈,장비,본체,아래,낙하,후,장비,상부,이,등,충격,상부,작업지휘자,명,낙하,장비,등,사망,중간,주변,작업,중,피재,명,인접,내부,형틀작업,중,피재,명,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,피재,명,구조체,외벽,설치,인상,작업,중,지지,부재,지지,이탈,장비,본체,아래,낙하,후,장비,상부,이,등,충격,상부,작업지휘자,명,낙하,장비,등,사망,중간,주변,작업,중,피재,명,인접,내부,형틀작업,중,피재,명,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,후면,발코니,창호,코킹,작업,피재,달비계,지지,로프,옥상,층,철물,기관,결속,후,달비계,탑승,층,동료,작업자,실리콘,통,전달,순간,지지,로프,결속,철물,기관,탈락,피재,아래,콘크리트,블록,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,복공판,상부,지상,카고크레인,붐,선회,중,붐대,단부,줄걸이,운반용,구갈,고리,철물,복공판,바닥,적재,각관,자재,묶음,약,복공판,개구부,아래,낙하,하부,거푸집,조립,작업,진행,피재,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,배관공,피재,석유,정제,관련,시설,배관,천공,부위,연마,작업,핸드,그라인더,순간,감전,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,피재,등,명,흙막이,시설,설치,자재,야적장,카고크레인,사용,토류,판,카고크레인,적재함,상차,중,와이어로프,훅,토류,판,이탈,피재,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,트럭,적재함,갱폼,부속,자재,묶음,발판,브라켓,볼트,등,톤,슬링벨트,단과,일,부,결속,타워크레인,정격하중,톤,인양,중,자재,철,밴드,낙하,아래,지하층,바닥,거푸집,해체작업,피재,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,형틀목공,피재,지상,층,건물,지붕,기,타설,콘크리트,조형물,거푸집,거푸집,동바리,중,조형물,구조체,균열,발생,슬라브,붕괴,피재,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,조,공인,피재,지상,층,벽체,상단,부,조,작업,이동식,틀비계,상,작업발판,설치,후,승강,사다리,작업발판,위,작업,필요,자재,중,승강,사다리,실족,아래,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,지상,층,보,거푸집,설치,공사,피재,명,타워크레인,인양,거푸집,약,거치,후,샤클,거푸집,끝단,중,상승,샤클,거푸집,이탈,피재,명,보,거푸집,약,아래,층,바닥,추락,명,사망,명,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,백,호우,운전기사,피재,백,호우,퀵,커플러,콘크리트,구조물,측구,집수정,양중,후,회전,중,백,호우,전도,운전석,이탈,피재,지면,전도,백,호우,사이,협착,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,경전철,공사,현장,교량,부공,조립용,가설,철구,조물,낙하,상부,작업,근로자,명,사망,명,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,경전철,공사,현장,교량,부공,조립용,가설,철구,조물,낙하,상부,작업,근로자,명,사망,명,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,측량,보조,공인,피재,터널,시점,부,절토,사면,상부,소단,폭,약,위,측량작업,진행,중,몸,중심,실족,아래,지면,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,바닥,난방,보수,공사,피재,주방,방,칸막이,벽체,철거,작업,진행,중,상부,제거,칸막이,벽체,일부,낙하,피재,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,사우나,실,상부,돔,부분,골조,형강,도장작업,사전,준비,피재,내부,비계,상,비닐,보양,작업,진행,중,비계,작업발판,합판,탈락,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,피재,달비계,탑승,후,교사,동,벽체,도장작업,진행,중,교사,층,복도,창문,안전난간,고정,달비계,로프,매듭,달비계,지상,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,이동식,크레인,사용,교량,코핑,폼,해체작업,진행,중,가,하부,작업발판,강타,발판,발판,위,피재,명,아래,지상,바닥,추락,명,사망,명,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,미장공,피재,층,엘리베이터,앞,알람,벨,브,실,외벽,측,벽부,초벌,미장,후,와이어,브,러쉬,스크래치,작업,진행,중,몸,중심,계단참,창호,측면,개구부,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,백,호우,사용,전석,덤프트럭,상차,중,버켓,적재함,전석,지상,바닥,낙하,인접,장소,작업,중,어스,앵커,천공,장비,기사,피재,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,교각,주,두부,하부,가시설,거푸집,지지,철골,브라켓,약,지상,약,높이,크레인,대,대,이용,지면,중,돌출물,양중,작업,정지,신호,일치,하중,발생,양중,와이어로프,파단,철골,브라켓,낙하,하부,신호,작업,수행,피재,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,견출,공인,피재,아파트,외벽,견출,작업,옥탑,상부,슬래브,설치,피뢰침,기초,달비계,지지,로프,체결,로프,반대편,달비계,샤클,결속,후,달비계,견출,작업,진행,중,달비계,샤클,결속,로프,아래,지상,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,철골,공인,피재,흙막이,지보공,해체작업,진행,과정,버팀대,띠장,이동,중,실족,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,석공,피재,아파트,세대,측벽,외부,계단,상부,석재,양중,용도,설치,윈치,리모,콘,전원선,연결,안전난간,중간,대,중,앞,아래,지상,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,피재,트렌치,굴착,법면,단부,철골,휀스,위치,이동,설치,과정,철골,휀스,인양고리,섬유벨트,후크,순간,철골,휀스,착면,방향,전도,피재,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,도장공,피재,연돌,상부,달비계,지지,로프,설치,중,연돌,내부,개구부,아래,지상,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,교량,가시설,물강,동바리,상부,철골,공인,피재,브레,이싱,설치작업,인양,자재,형강,적재,위치,유도,중,양물,아래,교대,기초,상부,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,창고,지붕판,설치작업,피재,설치,중,지붕,판넬,위,이동,중,경량,철골,트러스,부재,지붕,판넬,발생,개구부,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,피해자,문화,회관,무대,상부,무대,장치,구동,부,데크,스틸,레이팅,내화,뿜칠,재폐,석면,제거,작업,개구부,합판,중,몸,중심,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,피재,교각,코핑,상부,거치,의,철근,용접작업,후,코핑,상부,이동,중,발,부위,아래,지면,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,타워크레인,마스트,연장,작업,명,텔,레스코,픽,케이지,상부,케이지,턴테이블,연결핀,분리,작업,중,텔,레스코,픽,케이지,하부,지하,주차장,콘크리트,바닥,낙하,케이지,상부,작업,피재,명,케이지,추락,사망,하부,피재,명,비산,파편,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,타워크레인,마스트,연장,작업,명,텔,레스코,픽,케이지,상부,케이지,턴테이블,연결핀,분리,작업,중,텔,레스코,픽,케이지,하부,지하,주차장,콘크리트,바닥,낙하,케이지,상부,작업,피재,명,케이지,추락,사망,하부,피재,명,비산,파편,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,흙막이,가시설,해체,이동식크레인,띠장,형강,결속,인양,중,브라켓,거치,인접,띠장,충격,이탈,낙하,하부,일정,거리,장소,대기,중,피재,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,피재,산소,압송관,형,연결,작업,배관,절단,후,핸드,그라인더,사용,연삭,작업,진행,중,배관,방출,고농,산소,불티,화재,급속,확산,피재,전신,화상,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,용수,잠관,설치작업,용수,지선,구간,내,소나무,대상,벌목,작업,진행,하단,중,전도,소나무,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,피재,철골,기초,앵커,볼트,설치,카고크레인,앵커,볼트,하역작업,진행,중,카고크레인,턴테이블,파단,전도,붐대,피재,두부,가격,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,용접공,피재,보일러,연관,제거,후,내부,청소,작업,실시,중,투광,등,연결,전선,충전부,노출,부위,감전,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,형틀목공,피재,아파트,옥탑,계단실,설치,갱폼,타워크레인,지지,상태,갱폼,고정용,폼타이,앵커,볼트,중,갱폼,탈락,갱폼,약,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,철근,공인,피재,등,명,층,바닥,슬래브,구조,슬래브,지주,공법,상부,철근,다발,작업,진행,중,호리,빔,지지,보측,집유,폼,중약,붕괴,피재,명,슬래브,거푸집,철근,더미,약,아래,바닥,추락,명,사망,명,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,피재,공장,기존,슬레이트,지붕,칼라,강판,작업,진행,중,몸,중심,발,슬레이트,파손,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,철골,공사,현장,반입,철골부,하역작업,진행,피재,트레일러,적재함,상부,철골,부재,단부,스터드,볼트,와이어로프,인양,중,철골,부재,탈락,피재,강타,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,덤프트럭,운전,원인,피재,호수,주변,가도,덤프트럭,상차,토사,하역,후진,중,가도,지반,석축,일부,붕괴,덤프트럭,호수,전복,피재,익사,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,피재,도로,커팅,작업,도로,노면,라인,마킹,진행,중,버켓,교환,후진,백,호우,충돌,바퀴,협착,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,부두,축조,현장,용접공,피재,동바리,지지,용인,설치,형강,작업발판,용도,해,강관,파일,용접,설치,중,지지,탈락,아래,해상,추락,익사,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,덤프트럭,운전원,피재,지하철,현장,운반,사토,사토장,하역,후,가설,도로,운행,중,가설,도로,측면,암,사면,붕괴,덤프트럭,매몰,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,철골,공인,피재,철골,조립,작업,철골,구조물,상부,이동,중,실족,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,교량,슬래브,상부,카고크레인,이용,시멘트,블록,교량,하부,지면,운반,중,카고크레인,전도,운전원,피재,교량,하부,콘크리트,바닥,약,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,비계공,피재,타워크레인,수직,부재,등,조립,이동식크레인,를,연결,후,부속,장치,등,설치작업,진행,중,연결,편,하중,작업,하중,타워크레인,기초,부,체설,전도,의,상,안전대,작업,중,피재,충돌,협착,명,사망,명,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,도시,개발,사업,조성공사,현장,개착,식,터널,구간,측,면부,절취,사면,폭,일부,구간,토석,이,붕괴,하부,구조물,철근,거푸집,조립,작업,중,피재,명,매몰,사망,명,부상,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,비계공,피재,건물,외부,마감,작업,기,설치,외부,비계,해체작업,진행,중,띠장,건물,전면,몸,중심,아래,지상,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,아파트,지하,주차장,층,슬래브,데크플레이트,설치작업,피재,작업,도구,망치,보형틀,상부,이동,중,몸,중심,실족,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,아파트,층,설치,갱폼,층,인양,피재,해체작업,진행,중,조임,철물,사전,제거,갱폼,한쪽,면,탈락,갱폼,작업발판,단부,개구부,아래,콘크리트,바닥,추락,사망,해임,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
