word,,,,,,T_F,,,,,,
긴결재,,,,NNP,*,,긴결재,*,*,*,*,*
인발력,,,,NNP,*,,인발력,*,*,*,*,*
내장재,,,,NNP,*,,내장재,*,*,*,*,*
증축,,,,NNP,*,,증축,*,*,*,*,*
개축,,,,NNP,*,,개축,*,*,*,*,*
중성화,,,,NNP,*,,중성화,*,*,*,*,*
리모델링,,,,NNP,*,,리모델링,*,*,*,*,*
가공고압선,,,,NNP,*,,가공고압선,*,*,*,*,*
해체물,,,,NNP,*,,해체물,*,*,*,*,*
방음막,,,,NNP,*,,방음막,*,*,*,*,*
방진막,,,,NNP,*,,방진막,*,*,*,*,*
살수설비,,,,NNP,*,,살수설비,*,*,*,*,*
구조기술사,,,,NNP,*,,구조기술사,*,*,*,*,*
안전화,,,,NNP,*,,안전화,*,*,*,*,*
시공성,,,,NNP,*,,시공성,*,*,*,*,*
안전성,,,,NNP,*,,안전성,*,*,*,*,*
경제성,,,,NNP,*,,경제성,*,*,*,*,*
안전방망,,,,NNP,*,,안전방망,*,*,*,*,*
소음성 난청,,,,NNP,*,,소음성 난청,*,*,*,*,*
진동장해,,,,NNP,*,,진동장해,*,*,*,*,*
방진장갑,,,,NNP,*,,방진장갑,*,*,*,*,*
절단톱,,,,NNP,*,,절단톱,*,*,*,*,*
급수설비,,,,NNP,*,,급수설비,*,*,*,*,*
배수설비,,,,NNP,*,,배수설비,*,*,*,*,*
파워쇼벨,,,,NNP,*,,파워쇼벨,*,*,*,*,*
연결구조부,,,,NNP,*,,연결구조부,*,*,*,*,*
워터제트공법,,,,NNP,*,,워터제트공법,*,*,*,*,*
레이저공법,,,,NNP,*,,레이저공법,*,*,*,*,*
분사수,,,,NNP,*,,분사수,*,*,*,*,*
레이저 광선,,,,NNP,*,,레이저 광선,*,*,*,*,*
보호커버,,,,NNP,*,,보호커버,*,*,*,*,*
습식작업,,,,NNP,*,,습식작업,*,*,*,*,*
석면분진,,,,NNP,*,,석면분진,*,*,*,*,*
불침투성,,,,NNP,*,,불침투성,*,*,*,*,*
이동식비계,,,,NNP,*,,이동식비계,*,*,*,*,*
달비계,,,,NNP,*,,달비계,*,*,*,*,*
충진공법,,,,NNP,*,,충진공법,*,*,*,*,*
단면복구공법,,,,NNP,*,,단면복구공법,*,*,*,*,*
전동기계,,,,NNP,*,,전동기계,*,*,*,*,*
전동기구,,,,NNP,*,,전동기구,*,*,*,*,*
부재신설공법,,,,NNP,*,,부재신설공법,*,*,*,*,*
단면증대공법,,,,NNP,*,,단면증대공법,*,*,*,*,*
거푸집 동바리,,,,NNP,*,,거푸집 동바리,*,*,*,*,*
다웰 바,,,,NNP,*,,다웰 바,*,*,*,*,*
보강철근,,,,NNP,*,,보강철근,*,*,*,*,*
탄소섬유시트,,,,NNP,*,,탄소섬유시트,*,*,*,*,*
평활도,,,,NNP,*,,평활도,*,*,*,*,*
언더피닝,,,,NNP,*,,언더피닝,*,*,*,*,*
지하매설물,,,,NNP,*,,지하매설물,*,*,*,*,*
석고보드,,,,NNP,*,,석고보드,*,*,*,*,*
인화성 물질,,,,NNP,*,,인화성 물질,*,*,*,*,*
용접불꽃,,,,NNP,*,,용접불꽃,*,*,*,*,*
점화원,,,,NNP,*,,점화원,*,*,*,*,*
둥근톱,,,,NNP,*,,둥근톱,*,*,*,*,*
날접촉,,,,NNP,*,,날접촉,*,*,*,*,*
타정총,,,,NNP,*,,타정총,*,*,*,*,*
핸드커터,,,,NNP,*,,핸드커터,*,*,*,*,*
도장작업,,,,NNP,*,,도장작업,*,*,*,*,*
이동식사다리,,,,NNP,*,,이동식사다리,*,*,*,*,*
말비계,,,,NNP,*,,말비계,*,*,*,*,*
지재부재,,,,NNP,*,,지재부재,*,*,*,*,*
미끄럼방지장치,,,,NNP,*,,미끄럼방지장치,*,*,*,*,*
차량탑재형,,,,NNP,*,,차량탑재형,*,*,*,*,*
시저형,,,,NNP,*,,시저형,*,*,*,*,*
기타 조적작업,,,,NNP,*,,기타 조적작업,*,*,*,*,*
용접작업,,,,NNP,*,,용접작업,*,*,*,*,*
목재가공작업,,,,NNP,*,,목재가공작업,*,*,*,*,*
타일작업,,,,NNP,*,,타일작업,*,*,*,*,*
도배작업,,,,NNP,*,,도배작업,*,*,*,*,*
중량물,,,,NNP,*,,중량물,*,*,*,*,*
외장작업,,,,NNP,*,,외장작업,*,*,*,*,*
한국산업안전보건공단,,,,NNP,*,,한국산업안전보건공단,*,*,*,*,*
최대허용하중,,,,NNP,*,,최대허용하중,*,*,*,*,*
송기마스크,,,,NNP,*,,송기마스크,*,*,*,*,*
호흡용 보호구,,,,NNP,*,,호흡용 보호구,*,*,*,*,*
용단작업,,,,NNP,*,,용단작업,*,*,*,*,*
LPG,,,,NNP,*,,LPG,*,*,*,*,*
화약류,,,,NNP,*,,화약류,*,*,*,*,*
가연성물질,,,,NNP,*,,가연성물질,*,*,*,*,*
캡타이어 케이블,,,,NNP,*,,캡타이어 케이블,*,*,*,*,*
헤드가드,,,,NNP,*,,헤드가드,*,*,*,*,*
파이프서포트,,,,NNP,*,,파이프서포트,*,*,*,*,*
트럭 탑재형 크레인,,,,NNP,*,,트럭 탑재형 크레인,*,*,*,*,*
충격하중,,,,NNP,*,,충격하중,*,*,*,*,*
풍하중,,,,NNP,*,,풍하중,*,*,*,*,*
장비하중,,,,NNP,*,,장비하중,*,*,*,*,*
절곡형,,,,NNP,*,,절곡형,*,*,*,*,*
작업대차,,,,NNP,*,,작업대차,*,*,*,*,*
교축방향,,,,NNP,*,,교축방향,*,*,*,*,*
교축직각방향,,,,NNP,*,,교축직각방향,*,*,*,*,*
이동하중,,,,NNP,*,,이동하중,*,*,*,*,*
KS규격,,,,NNP,*,,KS규격,*,*,*,*,*
압축강도,,,,NNP,*,,압축강도,*,*,*,*,*
인장강도,,,,NNP,*,,인장강도,*,*,*,*,*
전단강도,,,,NNP,*,,전단강도,*,*,*,*,*
볼트이음,,,,NNP,*,,볼트이음,*,*,*,*,*
용접이음,,,,NNP,*,,용접이음,*,*,*,*,*
핀 이음,,,,NNP,*,,핀 이음,*,*,*,*,*
편심하중,,,,NNP,*,,편심하중,*,*,*,*,*
카운터 웨이트,,,,NNP,*,,카운터 웨이트,*,*,*,*,*
구동바퀴,,,,NNP,*,,구동바퀴,*,*,*,*,*
구동장치,,,,NNP,*,,구동장치,*,*,*,*,*
양단 지지형,,,,NNP,*,,양단 지지형,*,*,*,*,*
전동기계기구,,,,NNP,*,,전동기계기구,*,*,*,*,*
고압전선로,,,,NNP,*,,고압전선로,*,*,*,*,*
인근구조물,,,,NNP,*,,인근구조물,*,*,*,*,*
안전장구,,,,NNP,*,,안전장구,*,*,*,*,*
주행레일,,,,NNP,*,,주행레일,*,*,*,*,*
기계부,,,,NNP,*,,기계부,*,*,*,*,*
기계구동판,,,,NNP,*,,기계구동판,*,*,*,*,*
전동기 브레이크,,,,NNP,*,,전동기 브레이크,*,*,*,*,*
손망실,,,,NNP,*,,손망실,*,*,*,*,*
전기 배선,,,,NNP,*,,전기 배선,*,*,*,*,*
정격전류,,,,NNP,*,,정격전류,*,*,*,*,*
절연전선,,,,NNP,*,,절연전선,*,*,*,*,*
마스트 지지대,,,,NNP,*,,마스트 지지대,*,*,*,*,*
랙기어,,,,NNP,*,,랙기어,*,*,*,*,*
피니언기어,,,,NNP,*,,피니언기어,*,*,*,*,*
과부하방지장치,,,,NNP,*,,과부하방지장치,*,*,*,*,*
연결핀,,,,NNP,*,,연결핀,*,*,*,*,*
구름방지장치,,,,NNP,*,,구름방지장치,*,*,*,*,*
매설물,,,,NNP,*,,매설물,*,*,*,*,*
항타,,,,NNP,*,,항타,*,*,*,*,*
시험굴착,,,,NNP,*,,시험굴착,*,*,*,*,*
매달기 방호,,,,NNP,*,,매달기 방호,*,*,*,*,*
받침방호,,,,NNP,*,,받침방호,*,*,*,*,*
되메우기,,,,NNP,*,,되메우기,*,*,*,*,*
인력 굴착,,,,NNP,*,,인력 굴착,*,*,*,*,*
줄파기 작업,,,,NNP,*,,줄파기 작업,*,*,*,*,*
인력줄파기,,,,NNP,*,,인력줄파기,*,*,*,*,*
가스관 탐지기,,,,NNP,*,,가스관 탐지기,*,*,*,*,*
가스배관,,,,NNP,*,,가스배관,*,*,*,*,*
현황도,,,,NNP,*,,현황도,*,*,*,*,*
제수밸브,,,,NNP,*,,제수밸브,*,*,*,*,*
동결심도,,,,NNP,*,,동결심도,*,*,*,*,*
관접합부,,,,NNP,*,,관접합부,*,*,*,*,*
토류판,,,,NNP,*,,토류판,*,*,*,*,*
소형 브레이커,,,,NNP,*,,소형 브레이커,*,*,*,*,*
지반개량 작업,,,,NNP,*,,지반개량 작업,*,*,*,*,*
흙막이 지보공,,,,NNP,*,,흙막이 지보공,*,*,*,*,*
백호우,,,,NNP,*,,백호우,*,*,*,*,*
자동경보기,,,,NNP,*,,자동경보기,*,*,*,*,*
굴착공사,,,,NNP,*,,굴착공사,*,*,*,*,*
굴착사면,,,,NNP,*,,굴착사면,*,*,*,*,*
안전기울기,,,,NNP,*,,안전기울기,*,*,*,*,*
자연지반,,,,NNP,*,,자연지반,*,*,*,*,*
불균질,,,,NNP,*,,불균질,*,*,*,*,*
리핑암,,,,NNP,*,,리핑암,*,*,*,*,*
발파암,,,,NNP,*,,발파암,*,*,*,*,*
보통암,,,,NNP,*,,보통암,*,*,*,*,*
경암질,,,,NNP,*,,경암질,*,*,*,*,*
지표지질조사,,,,NNP,*,,지표지질조사,*,*,*,*,*
시추조사,,,,NNP,*,,시추조사,*,*,*,*,*
안정해석,,,,NNP,*,,안정해석,*,*,*,*,*
노두조사,,,,NNP,*,,노두조사,*,*,*,*,*
코아회수율,,,,NNP,*,,코아회수율,*,*,*,*,*
RQD,,,,NNP,*,,RQD,*,*,*,*,*
표준관입시험,,,,NNP,*,,표준관입시험,*,*,*,*,*
TCR,,,,NNP,*,,TCR,*,*,*,*,*
지질해머,,,,NNP,*,,지질해머,*,*,*,*,*
슈미트 해머,,,,NNP,*,,슈미트 해머,*,*,*,*,*
반발치,,,,NNP,*,,반발치,*,*,*,*,*
탄성파속도,,,,NNP,*,,탄성파속도,*,*,*,*,*
점하중강도,,,,NNP,*,,점하중강도,*,*,*,*,*
일축압축강도시험,,,,NNP,*,,일축압축강도시험,*,*,*,*,*
암판정,,,,NNP,*,,암판정,*,*,*,*,*
유도 배수로,,,,NNP,*,,유도 배수로,*,*,*,*,*
준설사면,,,,NNP,*,,준설사면,*,*,*,*,*
원호활동,,,,NNP,*,,원호활동,*,*,*,*,*
런칭거더,,,,NNP,*,,런칭거더,*,*,*,*,*
겐츄리크레인,,,,NNP,*,,겐츄리크레인,*,*,*,*,*
동적하중,,,,NNP,*,,동적하중,*,*,*,*,*
순방향,,,,NNP,*,,순방향,*,*,*,*,*
처짐량,,,,NNP,*,,처짐량,*,*,*,*,*
힌지부,,,,NNP,*,,힌지부,*,*,*,*,*
노즈 힌지부,,,,NNP,*,,노즈 힌지부,*,*,*,*,*
비파괴검사,,,,NNP,*,,비파괴검사,*,*,*,*,*
안전인증,,,,NNP,*,,안전인증,*,*,*,*,*
분배전반,,,,NNP,*,,분배전반,*,*,*,*,*
인장응력,,,,NNP,*,,인장응력,*,*,*,*,*
등판각도,,,,NNP,*,,등판각도,*,*,*,*,*
회전반경,,,,NNP,*,,회전반경,*,*,*,*,*
스프레더빔,,,,NNP,*,,스프레더빔,*,*,*,*,*
행잉빔,,,,NNP,*,,행잉빔,*,*,*,*,*
회전 모먼트,,,,NNP,*,,회전 모먼트,*,*,*,*,*
도심축,,,,NNP,*,,도심축,*,*,*,*,*
키 세그먼트,,,,NNP,*,,키 세그먼트,*,*,*,*,*
믹서트럭,,,,NNP,*,,믹서트럭,*,*,*,*,*
강연성,,,,NNP,*,,강연성,*,*,*,*,*
쉬즈관,,,,NNP,*,,쉬즈관,*,*,*,*,*
그라우트재,,,,NNP,*,,그라우트재,*,*,*,*,*
잔류수,,,,NNP,*,,잔류수,*,*,*,*,*
휴먼에러,,,,NNP,*,,휴먼에러,*,*,*,*,*
런칭작업,,,,NNP,*,,런칭작업,*,*,*,*,*
전도붕괴,,,,NNP,*,,전도붕괴,*,*,*,*,*
유압장비,,,,NNP,*,,유압장비,*,*,*,*,*
유압호스,,,,NNP,*,,유압호스,*,*,*,*,*
