TCR,,,,NNP,*,F,TCR,*,*,*,*,*
지질해머,,,,NNP,*,F,지질해머,*,*,*,*,*
슈미트 해머,,,,NNP,*,F,슈미트 해머,*,*,*,*,*
반발치,,,,NNP,*,F,반발치,*,*,*,*,*
탄성파속도,,,,NNP,*,F,탄성파속도,*,*,*,*,*
점하중강도,,,,NNP,*,F,점하중강도,*,*,*,*,*
일축압축강도시험,,,,NNP,*,T,일축압축강도시험,*,*,*,*,*
암판정,,,,NNP,*,T,암판정,*,*,*,*,*
유도 배수로,,,,NNP,*,F,유도 배수로,*,*,*,*,*
준설사면,,,,NNP,*,T,준설사면,*,*,*,*,*
원호활동,,,,NNP,*,T,원호활동,*,*,*,*,*
런칭거더,,,,NNP,*,F,런칭거더,*,*,*,*,*
겐츄리크레인,,,,NNP,*,T,겐츄리크레인,*,*,*,*,*
동적하중,,,,NNP,*,T,동적하중,*,*,*,*,*
순방향,,,,NNP,*,T,순방향,*,*,*,*,*
처짐량,,,,NNP,*,T,처짐량,*,*,*,*,*
힌지부,,,,NNP,*,F,힌지부,*,*,*,*,*
노즈 힌지부,,,,NNP,*,F,노즈 힌지부,*,*,*,*,*
비파괴검사,,,,NNP,*,F,비파괴검사,*,*,*,*,*
안전인증,,,,NNP,*,T,안전인증,*,*,*,*,*
분배전반,,,,NNP,*,T,분배전반,*,*,*,*,*
인장응력,,,,NNP,*,T,인장응력,*,*,*,*,*
등판각도,,,,NNP,*,F,등판각도,*,*,*,*,*
회전반경,,,,NNP,*,T,회전반경,*,*,*,*,*
스프레더빔,,,,NNP,*,T,스프레더빔,*,*,*,*,*
행잉빔,,,,NNP,*,T,행잉빔,*,*,*,*,*
회전 모먼트,,,,NNP,*,F,회전 모먼트,*,*,*,*,*
도심축,,,,NNP,*,T,도심축,*,*,*,*,*
키 세그먼트,,,,NNP,*,F,키 세그먼트,*,*,*,*,*
믹서트럭,,,,NNP,*,T,믹서트럭,*,*,*,*,*
강연성,,,,NNP,*,T,강연성,*,*,*,*,*
쉬즈관,,,,NNP,*,T,쉬즈관,*,*,*,*,*
그라우트재,,,,NNP,*,F,그라우트재,*,*,*,*,*
잔류수,,,,NNP,*,F,잔류수,*,*,*,*,*
휴먼에러,,,,NNP,*,F,휴먼에러,*,*,*,*,*
런칭작업,,,,NNP,*,T,런칭작업,*,*,*,*,*
전도붕괴,,,,NNP,*,F,전도붕괴,*,*,*,*,*
유압장비,,,,NNP,*,F,유압장비,*,*,*,*,*
유압호스,,,,NNP,*,F,유압호스,*,*,*,*,*
가이드 플레이트,,,,NNP,*,F,가이드 플레이트,*,*,*,*,*
테프론,,,,NNP,*,T,테프론,*,*,*,*,*
메인써포트,,,,NNP,*,F,메인써포트,*,*,*,*,*
지지기둥,,,,NNP,*,T,지지기둥,*,*,*,*,*
탄성 슈,,,,NNP,*,F,탄성 슈,*,*,*,*,*
피어 세그먼트,,,,NNP,*,F,피어 세그먼트,*,*,*,*,*
곡선부,,,,NNP,*,F,곡선부,*,*,*,*,*
피뢰설비,,,,NNP,*,F,피뢰설비,*,*,*,*,*
급운행,,,,NNP,*,T,급운행,*,*,*,*,*
급하강,,,,NNP,*,T,급하강,*,*,*,*,*
노즈 이음부,,,,NNP,*,F,노즈 이음부,*,*,*,*,*
트러스 노즈 개구부,,,,NNP,*,F,트러스 노즈 개구부,*,*,*,*,*
노즈 상단 개구부,,,,NNP,*,F,노즈 상단 개구부,*,*,*,*,*
노즈 이음부 상단 개구부,,,,NNP,*,F,노즈 이음부 상단 개구부,*,*,*,*,*
관로매설공사,,,,NNP,*,F,관로매설공사,*,*,*,*,*
좌표측량,,,,NNP,*,T,좌표측량,*,*,*,*,*
관로동선,,,,NNP,*,T,관로동선,*,*,*,*,*
상하수도관,,,,NNP,*,T,상하수도관,*,*,*,*,*
도시가스관,,,,NNP,*,T,도시가스관,*,*,*,*,*
전기정보통신관,,,,NNP,*,T,전기정보통신관,*,*,*,*,*
열배관,,,,NNP,*,T,열배관,*,*,*,*,*
방호울타리,,,,NNP,*,F,방호울타리,*,*,*,*,*
폐자재,,,,NNP,*,F,폐자재,*,*,*,*,*
후진경보기,,,,NNP,*,F,후진경보기,*,*,*,*,*
후방카메라,,,,NNP,*,F,후방카메라,*,*,*,*,*
굴착면,,,,NNP,*,T,굴착면,*,*,*,*,*
지장물,,,,NNP,*,T,지장물,*,*,*,*,*
가스관,,,,NNP,*,T,가스관,*,*,*,*,*
굴착토사,,,,NNP,*,F,굴착토사,*,*,*,*,*
수중펌프,,,,NNP,*,F,수중펌프,*,*,*,*,*
벨트콘베이어,,,,NNP,*,F,벨트콘베이어,*,*,*,*,*
공기호흡기,,,,NNP,*,F,공기호흡기,*,*,*,*,*
도시가스,,,,NNP,*,F,도시가스,*,*,*,*,*
인화성가스,,,,NNP,*,F,인화성가스,*,*,*,*,*
황화수소,,,,NNP,*,F,황화수소,*,*,*,*,*
유해가스,,,,NNP,*,F,유해가스,*,*,*,*,*
토류벽,,,,NNP,*,T,토류벽,*,*,*,*,*
구름멈춤대,,,,NNP,*,F,구름멈춤대,*,*,*,*,*
퀵커플러,,,,NNP,*,F,퀵커플러,*,*,*,*,*
타이어롤러,,,,NNP,*,F,타이어롤러,*,*,*,*,*
