,word
576,벤트
577,연쇄
578,공구
579,도색
580,고압
581,장치
582,가새
583,트레이
584,할석
585,개인
586,작업장
587,오작동
588,인발
589,수평
590,시트
591,채석
592,비상발전기
593,기와지붕
594,연약지반
595,파고계
596,광판
597,보일러실
598,블록
599,기구
600,COS
601,상판
602,차체
603,뒤채움
604,근접
605,다리
606,덤웨이터
607,하우스
608,압력
609,밸브
610,플러그
611,머신
612,고정식
613,높이
614,조정
615,물통
616,토공
617,개방
618,부하
619,개폐기
620,부스
621,외장재
622,선로
623,전동
624,두부
625,피난
626,반력
627,지렛대
