0
중
작업
사고
발생
재해자
작업자
일
후
설치
년
현장
시
월
자재
철근
층
바닥
거푸집
이동
발
골절
손가락
비계
추락
공사
분경
근로자
해체
상부
발판
안전
왼쪽
폼
씨
병원
사이
운반
파이프
과정
상태
하부
부주의
우측
손
고정
위
구간
오른쪽
내
재해
사다리
콘크리트
절단
시스템
벽체
정리
사용
계단
발목
배관
동중
중심
좌측
부위
동
부분
부상
월일
확인
크레인
장비
시경
오전
왼손
전도
지하
내부
지상
도중
이용
낙하
건설
등
형틀
경
무릎
조립
높이
미흡
지하층
유로
제거
인양
통증
타격
김
외부
그라인더
이
슬라브
동바리
협
공
어깨
동료
번
차량
소속
빔
주변
진행
연결
시설
약
아래
허리
미
오후
체결
순간
다리
간
끼
것
충돌
물
충격
판넬
합판
손목
신축
말
분
입음
위치
고리
수
전
보
로프
옆
차
부
철골
해임
가설
결과
오른손
주
난간
치료
굴삭기
검지
날
인지
주차장
조
공구
쪽
이동식
뒤
철거
완료
앞
본인
진단
기둥
실시
가격
몸
볼트
기초
명
목재
중지
강관
시공
조치
작업대
무리
업체
타워
기
원
침
단순
회전
적재
못
판
착용
핸드
망치
엄지손가락
통로
세대
이송
수직
신호
토사
접
운전
데크
과실
사망
하역
행동
불량
파열
눈
끝
발등
손상
호
균형
당
각재
힘
설
시분
준비
틀비계
인대
개
양중
용접
일부
주장
장
타박상
가공
청소
지붕
계단실
벽
머리
방향
상황
배근
진료
하나
서포트
추정
목공
원인
신고
지면
장소
탈락
가슴
적재함
팔
방지
당일
관리
호스
요양
신호수
인
개인
작업장
고소
구조물
종료
정도
개구부
블럭
덮개
무게
톤
수술
결속
자세
상단
천정
인근
약지
산재
파일
피재
갱
도로
안전모
새끼
동시
이상
트
협력
핀
공간
장갑
지게차
골절상
옥상
호소
와이어
낙상
흙막이
해당
이탈
부재
손등
입원
절단기
임의
설비
위험
기사
파손
지지대
접촉
기계
엄지
우마
미장
터널
외벽
부족
모서리
터파
카
사고자
검사
방법
철판
벨트
톱날
처리
판단
관
수평
맞음
펌프
석재
이후
면
퇴근
전기
건물
인부
하차
근무
줄
사실
번지
갈비뼈
맨홀
목격자
보조
절
단부
승인
보강
신청
박스
발견
촬영
오
안전벨트
천
슬링
관로
작동
점검
질림
트럭
당시
지지
방
옹벽
대
톱
근로복지공단
홀
인조
단
시간
사업
띠장
제작
백
드릴
통보
후진
조작
블록
박
기존
벽돌
필요
염좌
휴식
집
뼈
붐
램프
타일
실족
팔꿈치
측
후송
실수
단열재
얼굴
사무실
의식
전원
굴착기
가시
조사
미숙
때
원형
돌
임시
플레이트
곳
허벅지
분리
부근
전동
종아리
엘리베이터
업무
나무
아파트
상차
교체
운전자
지점
천공
굴착
공장
소재
슬래브
길
인력
방문
사
리프트
안정
미착용
덤프트럭
발가락
목
근로
토류
측면
전선
진입
다음
제출
늑골
바
지시
폐기물
도장
급여
유리
덕트
레미콘
유도
항타기
식사
반장
수평재
